,Unnamed: 0,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),lien,Integer Math,Floating Point Math,Find Prime Numbers,Random String Sorting,Data Encryption,Data Compression,Physics,Extended Instructions,Single Thread
1211,2451,Intel Core i7-4940MX @ 3.10GHz,"7,089",1214,10.13,$699.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4940MX+%40+3.10GHz&id=2186,"25,901 MOps/Sec","13,077 MOps/Sec",33 Million Primes/Sec,"14,541 Thousand Strings/Sec","1,959 MBytes/Sec","105,578 KBytes/Sec",514 Frames/Sec,"6,142 Million Matrices/Sec","2,256 MOps/Sec"
1212,2452,Intel Core i7-4960HQ @ 2.60GHz,"6,619",1287,10.62,$623.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4960HQ+%40+2.60GHz&id=2087,"23,713 MOps/Sec","11,591 MOps/Sec",47 Million Primes/Sec,"11,854 Thousand Strings/Sec","1,891 MBytes/Sec","103,597 KBytes/Sec",875 Frames/Sec,"4,441 Million Matrices/Sec","2,156 MOps/Sec"
1213,2453,Intel Core i7-4960X @ 3.60GHz,"10,089",927,8.07,"$1,250.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4960X+%40+3.60GHz&id=2026,"37,132 MOps/Sec","18,589 MOps/Sec",47 Million Primes/Sec,"23,079 Thousand Strings/Sec","2,982 MBytes/Sec","168,296 KBytes/Sec",789 Frames/Sec,"7,180 Million Matrices/Sec","2,084 MOps/Sec"
1214,2457,Intel Core i7-5557U @ 3.10GHz,"3,094",2103,5.11,$605.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5557U+%40+3.10GHz&id=2502,"10,518 MOps/Sec","6,430 MOps/Sec",13 Million Primes/Sec,"5,574 Thousand Strings/Sec",868.0 MBytes/Sec,"47,971 KBytes/Sec",272 Frames/Sec,"2,252 Million Matrices/Sec","1,915 MOps/Sec"
1215,2463,Intel Core i7-5775C @ 3.30GHz,"7,672",1131,35.68,$215.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5775C+%40+3.30GHz&id=2539,"25,050 MOps/Sec","16,384 MOps/Sec",47 Million Primes/Sec,"14,367 Thousand Strings/Sec","1,945 MBytes/Sec","108,701 KBytes/Sec",862 Frames/Sec,"6,930 Million Matrices/Sec","2,266 MOps/Sec"
1216,2465,Intel Core i7-5820K @ 3.30GHz,"9,864",942,82.20,$120.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5820K+%40+3.30GHz&id=2340,"35,950 MOps/Sec","18,018 MOps/Sec",46 Million Primes/Sec,"20,864 Thousand Strings/Sec","2,770 MBytes/Sec","148,725 KBytes/Sec",784 Frames/Sec,"9,604 Million Matrices/Sec","2,003 MOps/Sec"
1217,2466,Intel Core i7-5850EQ @ 2.70GHz,"7,036",1219,16.17,$435.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5850EQ+%40+2.70GHz&id=3357,NA,NA,NA,NA,NA,NA,NA,NA,"2,119 MOps/Sec"
1218,2467,Intel Core i7-5850HQ @ 2.70GHz,"6,866",1250,15.82,$434.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5850HQ+%40+2.70GHz&id=2681,NA,NA,NA,NA,NA,NA,NA,NA,"2,219 MOps/Sec"
1219,2468,Intel Core i7-5930K @ 3.50GHz,"10,339",914,46.49,$222.37,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5930K+%40+3.50GHz&id=2336,"37,729 MOps/Sec","18,845 MOps/Sec",48 Million Primes/Sec,"21,982 Thousand Strings/Sec","2,918 MBytes/Sec","156,216 KBytes/Sec",819 Frames/Sec,"10,037 Million Matrices/Sec","2,049 MOps/Sec"
1220,2470,Intel Core i7-5960X @ 3.00GHz,"12,676",798,119.54,$106.04,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5960X+%40+3.00GHz&id=2332,"47,335 MOps/Sec","23,678 MOps/Sec",61 Million Primes/Sec,"27,515 Thousand Strings/Sec","3,643 MBytes/Sec","195,640 KBytes/Sec","1,000 Frames/Sec","12,696 Million Matrices/Sec","1,972 MOps/Sec"
1221,2473,Intel Core i7-620M @ 2.67GHz,"1,988",2643,7.34,$270.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-620M+%40+2.67GHz&id=849,"7,793 MOps/Sec","3,439 MOps/Sec",9 Million Primes/Sec,"4,306 Thousand Strings/Sec",747.2 MBytes/Sec,"31,350 KBytes/Sec",178 Frames/Sec,833 Million Matrices/Sec,"1,289 MOps/Sec"
1222,2476,Intel Core i7-640M @ 2.80GHz,"2,057",2607,14.50,$141.85,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-640M+%40+2.80GHz&id=850,"8,106 MOps/Sec","3,585 MOps/Sec",9 Million Primes/Sec,"4,383 Thousand Strings/Sec",757.6 MBytes/Sec,"32,389 KBytes/Sec",179 Frames/Sec,880 Million Matrices/Sec,"1,373 MOps/Sec"
1223,2479,Intel Core i7-6500U @ 2.50GHz,"3,274",2030,8.33,$393.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6500U+%40+2.50GHz&id=2607,"9,820 MOps/Sec","6,108 MOps/Sec",13 Million Primes/Sec,"5,630 Thousand Strings/Sec","1,064 MBytes/Sec","43,312 KBytes/Sec",277 Frames/Sec,"2,859 Million Matrices/Sec","1,700 MOps/Sec"
1224,2485,Intel Core i7-6660U @ 2.40GHz,"3,681",1894,8.87,$415.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6660U+%40+2.40GHz&id=3303,"10,766 MOps/Sec","6,692 MOps/Sec",15 Million Primes/Sec,"6,072 Thousand Strings/Sec","1,225 MBytes/Sec","50,997 KBytes/Sec",430 Frames/Sec,"2,879 Million Matrices/Sec","1,954 MOps/Sec"
1225,2486,Intel Core i7-6700 @ 3.40GHz,"8,090",1091,67.42,$119.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6700+%40+3.40GHz&id=2598,"25,682 MOps/Sec","15,936 MOps/Sec",27 Million Primes/Sec,"14,654 Thousand Strings/Sec","2,747 MBytes/Sec","114,309 KBytes/Sec",566 Frames/Sec,"7,505 Million Matrices/Sec","2,297 MOps/Sec"
1226,2487,Intel Core i7-6700HQ @ 2.60GHz,"6,525",1303,17.26,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6700HQ+%40+2.60GHz&id=2586,"20,783 MOps/Sec","12,948 MOps/Sec",21 Million Primes/Sec,"11,798 Thousand Strings/Sec","2,211 MBytes/Sec","91,431 KBytes/Sec",481 Frames/Sec,"5,936 Million Matrices/Sec","1,913 MOps/Sec"
1227,2488,Intel Core i7-6700K @ 4.00GHz,"8,943",1018,66.25,$134.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6700K+%40+4.00GHz&id=2565,"28,136 MOps/Sec","17,398 MOps/Sec",31 Million Primes/Sec,"15,954 Thousand Strings/Sec","3,057 MBytes/Sec","125,929 KBytes/Sec",643 Frames/Sec,"8,238 Million Matrices/Sec","2,510 MOps/Sec"
1228,2489,Intel Core i7-6700T @ 2.80GHz,"7,258",1193,36.29,$199.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6700T+%40+2.80GHz&id=2614,"23,485 MOps/Sec","14,588 MOps/Sec",25 Million Primes/Sec,"13,249 Thousand Strings/Sec","2,484 MBytes/Sec","101,693 KBytes/Sec",508 Frames/Sec,"6,314 Million Matrices/Sec","2,079 MOps/Sec"
1229,2491,Intel Core i7-6770HQ @ 2.60GHz,"7,111",1212,11.49,$619.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6770HQ+%40+2.60GHz&id=2759,"21,317 MOps/Sec","13,358 MOps/Sec",36 Million Primes/Sec,"12,335 Thousand Strings/Sec","2,337 MBytes/Sec","93,456 KBytes/Sec",781 Frames/Sec,"5,957 Million Matrices/Sec","1,961 MOps/Sec"
1230,2492,Intel Core i7-6800K @ 3.40GHz,"10,767",888,80.83,$133.20,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6800K+%40+3.40GHz&id=2785,"37,470 MOps/Sec","24,440 MOps/Sec",48 Million Primes/Sec,"21,017 Thousand Strings/Sec","2,906 MBytes/Sec","162,316 KBytes/Sec",828 Frames/Sec,"10,375 Million Matrices/Sec","2,275 MOps/Sec"
1231,2495,Intel Core i7-6820HK @ 2.70GHz,"7,032",1221,18.60,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6820HK+%40+2.70GHz&id=2616,"21,867 MOps/Sec","13,661 MOps/Sec",28 Million Primes/Sec,"12,533 Thousand Strings/Sec","2,322 MBytes/Sec","96,066 KBytes/Sec",579 Frames/Sec,"6,278 Million Matrices/Sec","1,984 MOps/Sec"
1232,2498,Intel Core i7-6850K @ 3.60GHz,"11,435",847,91.29,$125.26,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6850K+%40+3.60GHz&id=2800,"39,716 MOps/Sec","25,929 MOps/Sec",49 Million Primes/Sec,"22,383 Thousand Strings/Sec","3,129 MBytes/Sec","171,674 KBytes/Sec",851 Frames/Sec,"10,964 Million Matrices/Sec","2,410 MOps/Sec"
1233,2499,Intel Core i7-6900K @ 3.20GHz,"14,561",694,91.01,$160.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6900K+%40+3.20GHz&id=2794,"51,614 MOps/Sec","33,569 MOps/Sec",65 Million Primes/Sec,"28,913 Thousand Strings/Sec","4,077 MBytes/Sec","223,938 KBytes/Sec","1,109 Frames/Sec","14,354 Million Matrices/Sec","2,344 MOps/Sec"
1234,2500,Intel Core i7-6920HQ @ 2.90GHz,"7,296",1184,12.84,$568.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6920HQ+%40+2.90GHz&id=2699,"23,137 MOps/Sec","13,844 MOps/Sec",26 Million Primes/Sec,"12,710 Thousand Strings/Sec","2,605 MBytes/Sec","103,422 KBytes/Sec",555 Frames/Sec,"5,962 Million Matrices/Sec","2,084 MOps/Sec"
1235,2501,Intel Core i7-6950X @ 3.00GHz,"17,493",569,61.71,$283.46,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6950X+%40+3.00GHz&id=2792,"64,119 MOps/Sec","41,212 MOps/Sec",79 Million Primes/Sec,"35,921 Thousand Strings/Sec","5,052 MBytes/Sec","279,718 KBytes/Sec","1,212 Frames/Sec","17,522 Million Matrices/Sec","2,352 MOps/Sec"
1236,2503,Intel Core i7-720QM @ 1.60GHz,"1,661",2852,7.55,$219.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-720QM+%40+1.60GHz&id=851,"8,955 MOps/Sec","3,863 MOps/Sec",15 Million Primes/Sec,"4,876 Thousand Strings/Sec",297.4 MBytes/Sec,"35,161 KBytes/Sec",280 Frames/Sec,959 Million Matrices/Sec,941 MOps/Sec
1237,2504,Intel Core i7-740QM @ 1.73GHz,"1,819",2751,9.58,$189.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-740QM+%40+1.73GHz&id=852,"9,703 MOps/Sec","4,210 MOps/Sec",16 Million Primes/Sec,"5,382 Thousand Strings/Sec",327.9 MBytes/Sec,"38,636 KBytes/Sec",292 Frames/Sec,"1,049 Million Matrices/Sec","1,019 MOps/Sec"
1238,2505,Intel Core i7-7500U @ 2.70GHz,"3,649",1902,6.77,$539.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7500U+%40+2.70GHz&id=2863,"11,229 MOps/Sec","7,016 MOps/Sec",14 Million Primes/Sec,"6,325 Thousand Strings/Sec","1,192 MBytes/Sec","48,053 KBytes/Sec",302 Frames/Sec,"3,104 Million Matrices/Sec","1,927 MOps/Sec"
1239,2507,Intel Core i7-7567U @ 3.50GHz,"4,202",1753,5.73,$733.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7567U+%40+3.50GHz&id=2990,"12,727 MOps/Sec","7,138 MOps/Sec",20 Million Primes/Sec,"7,001 Thousand Strings/Sec","1,503 MBytes/Sec","58,415 KBytes/Sec",475 Frames/Sec,"2,884 Million Matrices/Sec","2,251 MOps/Sec"
1240,2510,Intel Core i7-7700 @ 3.60GHz,"8,655",1033,78.15,$110.75,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7700+%40+3.60GHz&id=2905,"27,553 MOps/Sec","17,030 MOps/Sec",28 Million Primes/Sec,"15,721 Thousand Strings/Sec","2,961 MBytes/Sec","122,830 KBytes/Sec",592 Frames/Sec,"8,116 Million Matrices/Sec","2,462 MOps/Sec"
1241,2511,Intel Core i7-7700HQ @ 2.80GHz,"6,927",1240,18.33,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7700HQ+%40+2.80GHz&id=2906,"22,292 MOps/Sec","13,855 MOps/Sec",22 Million Primes/Sec,"12,695 Thousand Strings/Sec","2,367 MBytes/Sec","97,968 KBytes/Sec",492 Frames/Sec,"6,259 Million Matrices/Sec","2,064 MOps/Sec"
1242,2512,Intel Core i7-7700K @ 4.20GHz,"9,658",957,60.72,$159.06,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7700K+%40+4.20GHz&id=2874,"30,651 MOps/Sec","18,879 MOps/Sec",31 Million Primes/Sec,"17,428 Thousand Strings/Sec","3,328 MBytes/Sec","137,109 KBytes/Sec",661 Frames/Sec,"8,984 Million Matrices/Sec","2,726 MOps/Sec"
1243,2513,Intel Core i7-7700T @ 2.90GHz,"7,577",1144,52.37,$144.69,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7700T+%40+2.90GHz&id=2951,"24,159 MOps/Sec","15,007 MOps/Sec",26 Million Primes/Sec,"13,790 Thousand Strings/Sec","2,613 MBytes/Sec","105,141 KBytes/Sec",541 Frames/Sec,"6,645 Million Matrices/Sec","2,137 MOps/Sec"
1244,2514,Intel Core i7-7740X @ 4.30GHz,"9,876",940,44.89,$219.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7740X+%40+4.30GHz&id=3041,"31,145 MOps/Sec","19,595 MOps/Sec",32 Million Primes/Sec,"17,940 Thousand Strings/Sec","3,372 MBytes/Sec","138,232 KBytes/Sec",676 Frames/Sec,"9,366 Million Matrices/Sec","2,782 MOps/Sec"
1245,2515,Intel Core i7-7800X @ 3.50GHz,"12,830",789,73.52,$174.50,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7800X+%40+3.50GHz&id=3037,"41,465 MOps/Sec","25,660 MOps/Sec",44 Million Primes/Sec,"23,661 Thousand Strings/Sec","4,338 MBytes/Sec","185,259 KBytes/Sec",806 Frames/Sec,"15,667 Million Matrices/Sec","2,395 MOps/Sec"
1246,2516,Intel Core i7-7820EQ @ 3.00GHz,"7,453",1160,19.72,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7820EQ+%40+3.00GHz&id=3470,"24,253 MOps/Sec","15,022 MOps/Sec",26 Million Primes/Sec,"14,605 Thousand Strings/Sec","2,604 MBytes/Sec","109,650 KBytes/Sec",590 Frames/Sec,"7,366 Million Matrices/Sec","2,207 MOps/Sec"
1247,2517,Intel Core i7-7820HK @ 2.90GHz,"7,413",1169,19.61,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7820HK+%40+2.90GHz&id=2938,"23,078 MOps/Sec","14,241 MOps/Sec",28 Million Primes/Sec,"13,348 Thousand Strings/Sec","2,484 MBytes/Sec","101,130 KBytes/Sec",588 Frames/Sec,"6,574 Million Matrices/Sec","2,120 MOps/Sec"
1248,2518,Intel Core i7-7820HQ @ 2.90GHz,"7,177",1200,18.99,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7820HQ+%40+2.90GHz&id=2952,"23,345 MOps/Sec","14,169 MOps/Sec",26 Million Primes/Sec,"12,701 Thousand Strings/Sec","2,507 MBytes/Sec","100,131 KBytes/Sec",540 Frames/Sec,"6,052 Million Matrices/Sec","2,126 MOps/Sec"
1249,2519,Intel Core i7-7820X @ 3.60GHz,"17,234",579,52.24,$329.88,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7820X+%40+3.60GHz&id=3038,"57,025 MOps/Sec","35,555 MOps/Sec",61 Million Primes/Sec,"32,409 Thousand Strings/Sec","5,991 MBytes/Sec","255,165 KBytes/Sec","1,051 Frames/Sec","20,942 Million Matrices/Sec","2,537 MOps/Sec"
1250,2521,Intel Core i7-7920HQ @ 3.10GHz,"7,436",1165,13.09,$568.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7920HQ+%40+3.10GHz&id=3007,"24,404 MOps/Sec","14,381 MOps/Sec",24 Million Primes/Sec,"13,004 Thousand Strings/Sec","2,754 MBytes/Sec","107,726 KBytes/Sec",548 Frames/Sec,"5,618 Million Matrices/Sec","2,250 MOps/Sec"
1251,2523,Intel Core i7-8086K @ 4.00GHz,"14,363",710,39.14,$367.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8086K+%40+4.00GHz&id=3279,"47,927 MOps/Sec","29,915 MOps/Sec",42 Million Primes/Sec,"27,030 Thousand Strings/Sec","5,065 MBytes/Sec","210,129 KBytes/Sec",875 Frames/Sec,"14,105 Million Matrices/Sec","2,864 MOps/Sec"
1252,2524,Intel Core i7-820QM @ 1.73GHz,"1,804",2763,13.98,$129.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-820QM+%40+1.73GHz&id=853,"9,569 MOps/Sec","4,318 MOps/Sec",17 Million Primes/Sec,"5,205 Thousand Strings/Sec",320.2 MBytes/Sec,"37,866 KBytes/Sec",300 Frames/Sec,"1,035 Million Matrices/Sec","1,035 MOps/Sec"
1253,2525,Intel Core i7-840QM @ 1.87GHz,"1,937",2674,5.72,$338.90*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-840QM+%40+1.87GHz&id=854,"10,306 MOps/Sec","4,601 MOps/Sec",18 Million Primes/Sec,"5,702 Thousand Strings/Sec",345.1 MBytes/Sec,"40,462 KBytes/Sec",316 Frames/Sec,"1,101 Million Matrices/Sec","1,125 MOps/Sec"
1254,2526,Intel Core i7-8500Y @ 1.50GHz,"2,484",2362,6.32,$393.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8500Y+%40+1.50GHz&id=3338,"8,499 MOps/Sec","5,265 MOps/Sec",11 Million Primes/Sec,"4,279 Thousand Strings/Sec",765.2 MBytes/Sec,"31,168 KBytes/Sec",240 Frames/Sec,"1,848 Million Matrices/Sec","1,477 MOps/Sec"
1255,2528,Intel Core i7-8557U @ 1.70GHz,"7,565",1146,17.55,$431.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8557U+%40+1.70GHz&id=3641,"27,824 MOps/Sec","14,495 MOps/Sec",38 Million Primes/Sec,"11,436 Thousand Strings/Sec","2,752 MBytes/Sec","102,363 KBytes/Sec",825 Frames/Sec,"4,381 Million Matrices/Sec","2,433 MOps/Sec"
1256,2529,Intel Core i7-8559U @ 2.70GHz,"8,574",1042,13.90,$617.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8559U+%40+2.70GHz&id=3302,"27,850 MOps/Sec","16,795 MOps/Sec",42 Million Primes/Sec,"14,255 Thousand Strings/Sec","2,874 MBytes/Sec","112,814 KBytes/Sec",897 Frames/Sec,"6,352 Million Matrices/Sec","2,568 MOps/Sec"
1257,2530,Intel Core i7-8565U @ 1.80GHz,"6,139",1382,9.98,$615.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8565U+%40+1.80GHz&id=3308,"22,080 MOps/Sec","13,388 MOps/Sec",22 Million Primes/Sec,"10,496 Thousand Strings/Sec","2,025 MBytes/Sec","78,562 KBytes/Sec",465 Frames/Sec,"4,842 Million Matrices/Sec","2,182 MOps/Sec"
1258,2532,Intel Core i7-8569U @ 2.80GHz,"8,257",1070,19.16,$431.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8569U+%40+2.80GHz&id=3672,"29,110 MOps/Sec","15,615 MOps/Sec",39 Million Primes/Sec,"13,292 Thousand Strings/Sec","3,038 MBytes/Sec","112,971 KBytes/Sec",889 Frames/Sec,"5,046 Million Matrices/Sec","2,587 MOps/Sec"
1259,2533,Intel Core i7-860 @ 2.80GHz,"2,974",2161,82.62,$35.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-860+%40+2.80GHz&id=6,"16,074 MOps/Sec","6,865 MOps/Sec",21 Million Primes/Sec,"8,916 Thousand Strings/Sec",551.3 MBytes/Sec,"65,078 KBytes/Sec",358 Frames/Sec,"1,759 Million Matrices/Sec","1,325 MOps/Sec"
1260,2534,Intel Core i7-860S @ 2.53GHz,"2,403",2406,17.17,$140.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-860S+%40+2.53GHz&id=855,"13,076 MOps/Sec","5,575 MOps/Sec",18 Million Primes/Sec,"7,116 Thousand Strings/Sec",390.2 MBytes/Sec,"56,000 KBytes/Sec",355 Frames/Sec,"1,404 Million Matrices/Sec","1,168 MOps/Sec"
1261,2535,Intel Core i7-8650U @ 1.90GHz,"6,281",1357,5.99,"$1,049.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8650U+%40+1.90GHz&id=3070,"22,136 MOps/Sec","13,478 MOps/Sec",23 Million Primes/Sec,"10,820 Thousand Strings/Sec","2,076 MBytes/Sec","80,993 KBytes/Sec",477 Frames/Sec,"5,067 Million Matrices/Sec","2,137 MOps/Sec"
1262,2536,Intel Core i7-8665U @ 1.90GHz,"6,286",1355,8.92,$704.49*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8665U+%40+1.90GHz&id=3434,"23,039 MOps/Sec","13,819 MOps/Sec",22 Million Primes/Sec,"10,705 Thousand Strings/Sec","2,082 MBytes/Sec","79,337 KBytes/Sec",462 Frames/Sec,"5,008 Million Matrices/Sec","2,198 MOps/Sec"
1263,2537,Intel Core i7-8665UE @ 1.70GHz,"5,170",1570,12.64,$409.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8665UE+%40+1.70GHz&id=3611,"17,686 MOps/Sec","10,450 MOps/Sec",22 Million Primes/Sec,"8,422 Thousand Strings/Sec","1,763 MBytes/Sec","61,494 KBytes/Sec",453 Frames/Sec,"3,708 Million Matrices/Sec","1,621 MOps/Sec"
1264,2538,Intel Core i7-870 @ 2.93GHz,"3,123",2089,31.23,$100.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-870+%40+2.93GHz&id=832,"17,084 MOps/Sec","7,364 MOps/Sec",21 Million Primes/Sec,"9,337 Thousand Strings/Sec",582.3 MBytes/Sec,"68,438 KBytes/Sec",356 Frames/Sec,"1,851 Million Matrices/Sec","1,393 MOps/Sec"
1265,2539,Intel Core i7-8700 @ 3.20GHz,"12,915",782,92.26,$139.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8700+%40+3.20GHz&id=3099,"44,883 MOps/Sec","27,974 MOps/Sec",36 Million Primes/Sec,"24,559 Thousand Strings/Sec","4,576 MBytes/Sec","190,360 KBytes/Sec",738 Frames/Sec,"12,486 Million Matrices/Sec","2,654 MOps/Sec"
1266,2540,Intel Core i7-8700B @ 3.20GHz,"12,055",821,39.78,$303.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8700B+%40+3.20GHz&id=3388,"42,750 MOps/Sec","24,660 MOps/Sec",36 Million Primes/Sec,"20,658 Thousand Strings/Sec","4,754 MBytes/Sec","183,078 KBytes/Sec",801 Frames/Sec,"8,226 Million Matrices/Sec","2,747 MOps/Sec"
1267,2541,Intel Core i7-8700K @ 3.70GHz,"13,702",742,54.81,$250.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8700K+%40+3.70GHz&id=3098,"46,025 MOps/Sec","28,712 MOps/Sec",39 Million Primes/Sec,"25,789 Thousand Strings/Sec","4,836 MBytes/Sec","200,751 KBytes/Sec",817 Frames/Sec,"13,540 Million Matrices/Sec","2,743 MOps/Sec"
1268,2542,Intel Core i7-8700T @ 2.40GHz,"10,250",919,26.28,$389.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8700T+%40+2.40GHz&id=3213,"37,371 MOps/Sec","23,120 MOps/Sec",30 Million Primes/Sec,"19,303 Thousand Strings/Sec","3,562 MBytes/Sec","144,288 KBytes/Sec",620 Frames/Sec,"9,018 Million Matrices/Sec","2,299 MOps/Sec"
1269,2543,Intel Core i7-8705G @ 3.10GHz,"7,776",1120,5.07,"$1,535.11*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8705G+%40+3.10GHz&id=3201,"24,694 MOps/Sec","15,309 MOps/Sec",27 Million Primes/Sec,"13,847 Thousand Strings/Sec","2,650 MBytes/Sec","106,064 KBytes/Sec",578 Frames/Sec,"6,843 Million Matrices/Sec","2,251 MOps/Sec"
1270,2547,Intel Core i7-8750H @ 2.20GHz,"9,955",935,25.20,$395.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8750H+%40+2.20GHz&id=3237,"36,007 MOps/Sec","22,529 MOps/Sec",27 Million Primes/Sec,"19,096 Thousand Strings/Sec","3,461 MBytes/Sec","143,333 KBytes/Sec",601 Frames/Sec,"8,738 Million Matrices/Sec","2,308 MOps/Sec"
1271,2548,Intel Core i7-875K @ 2.93GHz,"3,057",2121,15.30,$199.88,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-875K+%40+2.93GHz&id=846,"16,783 MOps/Sec","7,142 MOps/Sec",22 Million Primes/Sec,"9,222 Thousand Strings/Sec",560.6 MBytes/Sec,"67,610 KBytes/Sec",374 Frames/Sec,"1,803 Million Matrices/Sec","1,361 MOps/Sec"
1272,2549,Intel Core i7-880 @ 3.07GHz,"3,105",2098,44.36,$69.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-880+%40+3.07GHz&id=833,"17,134 MOps/Sec","7,334 MOps/Sec",21 Million Primes/Sec,"9,127 Thousand Strings/Sec",582.0 MBytes/Sec,"66,385 KBytes/Sec",328 Frames/Sec,"1,788 Million Matrices/Sec","1,373 MOps/Sec"
1273,2551,Intel Core i7-8850H @ 2.60GHz,"10,287",916,26.04,$395.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8850H+%40+2.60GHz&id=3247,"37,675 MOps/Sec","23,038 MOps/Sec",29 Million Primes/Sec,"19,357 Thousand Strings/Sec","3,631 MBytes/Sec","145,896 KBytes/Sec",644 Frames/Sec,"8,695 Million Matrices/Sec","2,391 MOps/Sec"
1274,2552,Intel Core i7-920 @ 2.67GHz,"2,817",2222,28.45,$99.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-920+%40+2.67GHz&id=834,"15,061 MOps/Sec","6,417 MOps/Sec",22 Million Primes/Sec,"8,376 Thousand Strings/Sec",519.9 MBytes/Sec,"62,865 KBytes/Sec",374 Frames/Sec,"1,651 Million Matrices/Sec","1,219 MOps/Sec"
