,Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD),lien,Database Operations,Memory Read Cached,Memory Read Uncached,Memory Write,Latency,Memory Threaded
165,Corsair CMK32GX4M4A2133C15 8GB,37,14.2,10.5,$241.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2133C15+8GB&id=7371,"3,972 KOps/Sec","27,519 MBytes/Sec","15,169 MBytes/Sec","10,886 MBytes/Sec",41 ns (lower is better),"36,090 MBytes/Sec"
166,Corsair CMK32GX4M4A2400C12 8GB,26,14.8,10.9,$189.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2400C12+8GB&id=8935,"4,129 KOps/Sec","25,532 MBytes/Sec","15,034 MBytes/Sec","9,929 MBytes/Sec",44 ns (lower is better),"36,506 MBytes/Sec"
167,Corsair CMK32GX4M4A2400C14 8GB,37,15.2,11.5,$399.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2400C14+8GB&id=6617,"4,484 KOps/Sec","28,366 MBytes/Sec","15,350 MBytes/Sec","11,304 MBytes/Sec",40 ns (lower is better),"38,976 MBytes/Sec"
168,Corsair CMK32GX4M4A2400C16 8GB,40,15.0,11.9,$272.76*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2400C16+8GB&id=8063,"4,516 KOps/Sec","29,545 MBytes/Sec","15,518 MBytes/Sec","11,800 MBytes/Sec",42 ns (lower is better),"37,588 MBytes/Sec"
169,Corsair CMK32GX4M4A2666C15 8GB,34,16.4,12.1,$152.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2666C15+8GB&id=6734,"4,756 KOps/Sec","29,106 MBytes/Sec","16,454 MBytes/Sec","11,759 MBytes/Sec",35 ns (lower is better),"35,350 MBytes/Sec"
170,Corsair CMK32GX4M4A2666C16 8GB,38,15.2,11.7,$144.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2666C16+8GB&id=6800,"4,689 KOps/Sec","29,276 MBytes/Sec","15,416 MBytes/Sec","11,296 MBytes/Sec",42 ns (lower is better),"38,183 MBytes/Sec"
171,Corsair CMK32GX4M4A2800C16 8GB,33,14.5,12.1,$249.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2800C16+8GB&id=6979,"5,654 KOps/Sec","26,928 MBytes/Sec","14,971 MBytes/Sec","12,571 MBytes/Sec",34 ns (lower is better),"38,584 MBytes/Sec"
172,Corsair CMK32GX4M4B2800C14 8GB,25,15.6,11.8,$224.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B2800C14+8GB&id=7976,"3,981 KOps/Sec","24,405 MBytes/Sec","14,831 MBytes/Sec","9,973 MBytes/Sec",44 ns (lower is better),"29,689 MBytes/Sec"
173,Corsair CMK32GX4M4B3000C15 8GB,32,17.2,13.3,$194.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3000C15+8GB&id=7580,"4,654 KOps/Sec","30,203 MBytes/Sec","17,485 MBytes/Sec","13,130 MBytes/Sec",34 ns (lower is better),"38,625 MBytes/Sec"
174,Corsair CMK32GX4M4B3200C14 8GB,20,19.0,14.5,$284.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3200C14+8GB&id=10045,"4,792 KOps/Sec","30,171 MBytes/Sec","16,645 MBytes/Sec","12,571 MBytes/Sec",35 ns (lower is better),"36,047 MBytes/Sec"
175,Corsair CMK32GX4M4B3200C16 8GB,33,16.9,14.5,$169.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3200C16+8GB&id=8475,"5,658 KOps/Sec","31,492 MBytes/Sec","18,628 MBytes/Sec","14,430 MBytes/Sec",38 ns (lower is better),"44,130 MBytes/Sec"
176,Corsair CMK32GX4M4B3333C16 8GB,27,18.2,13.4,$349.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3333C16+8GB&id=9623,"4,397 KOps/Sec","29,970 MBytes/Sec","18,200 MBytes/Sec","13,391 MBytes/Sec",32 ns (lower is better),"33,957 MBytes/Sec"
177,Corsair CMK32GX4M4B3466C16 8GB,27,19.0,16.5,$389.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3466C16+8GB&id=8362,"7,651 KOps/Sec","32,640 MBytes/Sec","18,548 MBytes/Sec","15,153 MBytes/Sec",39 ns (lower is better),"62,691 MBytes/Sec"
178,Corsair CMK32GX4M4B3600C18 8GB,32,17.0,14.7,$289.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3600C18+8GB&id=8877,"5,712 KOps/Sec","31,664 MBytes/Sec","18,018 MBytes/Sec","14,439 MBytes/Sec",39 ns (lower is better),"45,288 MBytes/Sec"
179,Corsair CMK32GX4M4B3733C17 8GB,20,19.8,14.6,$668.23*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3733C17+8GB&id=10007,NA,"30,514 MBytes/Sec","19,840 MBytes/Sec","14,632 MBytes/Sec",20 ns (lower is better),NA
180,Corsair CMK32GX4M4B3866C18 8GB,20,19.9,15.2,$883.15*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3866C18+8GB&id=10661,"2,886 KOps/Sec","29,616 MBytes/Sec","17,773 MBytes/Sec","14,142 MBytes/Sec",27 ns (lower is better),"27,612 MBytes/Sec"
181,Corsair CMK32GX4M4C3000C15 8GB,33,16.4,13.6,$169.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4C3000C15+8GB&id=8830,"5,575 KOps/Sec","30,688 MBytes/Sec","16,495 MBytes/Sec","13,064 MBytes/Sec",40 ns (lower is better),"42,580 MBytes/Sec"
182,Corsair CMK32GX4M4C3333C16 8GB,25,14.6,12.0,$340.24*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4C3333C16+8GB&id=12280,NA,NA,NA,NA,NA,NA
183,Corsair CMK32GX4M4C3400C16 8GB,25,16.0,12.3,$319.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4C3400C16+8GB&id=9972,"6,525 KOps/Sec","31,275 MBytes/Sec","20,171 MBytes/Sec","15,173 MBytes/Sec",31 ns (lower is better),"46,299 MBytes/Sec"
184,Corsair CMK32GX4M4D3000C16 8GB,33,16.3,13.8,$152.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4D3000C16+8GB&id=12773,"5,228 KOps/Sec","31,478 MBytes/Sec","16,452 MBytes/Sec","12,603 MBytes/Sec",38 ns (lower is better),"40,836 MBytes/Sec"
185,Corsair CMK32GX4M4E4133C19 8GB,43,15.2,12.4,$499.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4E4133C19+8GB&id=10489,"4,441 KOps/Sec","28,551 MBytes/Sec","15,238 MBytes/Sec","12,355 MBytes/Sec",44 ns (lower is better),"32,632 MBytes/Sec"
186,Corsair CMK32GX4M4K4133C19 8GB,40,14.0,13.2,$519.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4K4133C19+8GB&id=12664,"6,303 KOps/Sec","31,888 MBytes/Sec","14,112 MBytes/Sec","13,088 MBytes/Sec",45 ns (lower is better),"65,147 MBytes/Sec"
187,Corsair CMK32GX4M4Z2933C16 8GB,42,15.4,14.1,$167.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4Z2933C16+8GB&id=12631,"5,050 KOps/Sec","30,739 MBytes/Sec","16,391 MBytes/Sec","11,546 MBytes/Sec",45 ns (lower is better),"44,747 MBytes/Sec"
188,Corsair CMK32GX4M4Z3200C16 8GB,32,17.9,15.6,$346.52*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4Z3200C16+8GB&id=12799,"5,940 KOps/Sec","32,014 MBytes/Sec","18,617 MBytes/Sec","14,287 MBytes/Sec",41 ns (lower is better),"48,966 MBytes/Sec"
189,Corsair CMK4GX4M1A2400C14 4GB,30,18.2,13.2,$26.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK4GX4M1A2400C14+4GB&id=7988,"4,398 KOps/Sec","27,905 MBytes/Sec","18,127 MBytes/Sec","12,402 MBytes/Sec",37 ns (lower is better),"35,624 MBytes/Sec"
190,Corsair CMK4GX4M1A2400C16 4GB,24,15.7,11.1,$26.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK4GX4M1A2400C16+4GB&id=8772,"3,137 KOps/Sec","26,806 MBytes/Sec","16,660 MBytes/Sec","8,933 MBytes/Sec",53 ns (lower is better),"33,481 MBytes/Sec"
191,Corsair CMK4GX4M1D2400C14 4GB,72,15.4,7.8,$69.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK4GX4M1D2400C14+4GB&id=11554,"2,148 KOps/Sec","17,612 MBytes/Sec","9,901 MBytes/Sec","5,488 MBytes/Sec",108 ns (lower is better),"37,007 MBytes/Sec"
192,Corsair CMK64GX4M2A2400C16 32GB,31,18.0,13.0,$463.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M2A2400C16+32GB&id=13873,"5,945 KOps/Sec","32,030 MBytes/Sec","16,949 MBytes/Sec","12,524 MBytes/Sec",35 ns (lower is better),"32,174 MBytes/Sec"
193,Corsair CMK64GX4M2A2666C16 32GB,31,17.1,13.4,$353.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M2A2666C16+32GB&id=13952,"6,192 KOps/Sec","34,015 MBytes/Sec","17,069 MBytes/Sec","12,988 MBytes/Sec",40 ns (lower is better),"32,041 MBytes/Sec"
194,Corsair CMK64GX4M2D3600C18 32GB,37,17.3,14.7,$469.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M2D3600C18+32GB&id=14215,"6,804 KOps/Sec","33,859 MBytes/Sec","19,946 MBytes/Sec","14,683 MBytes/Sec",46 ns (lower is better),"42,728 MBytes/Sec"
195,Corsair CMK64GX4M2E3200C16 32GB,35,19.2,14.7,$349.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M2E3200C16+32GB&id=14052,"6,786 KOps/Sec","34,418 MBytes/Sec","19,399 MBytes/Sec","14,078 MBytes/Sec",45 ns (lower is better),"39,335 MBytes/Sec"
196,Corsair CMK64GX4M4A2133C13 16GB,37,14.5,11.6,$289.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4A2133C13+16GB&id=8643,"5,473 KOps/Sec","29,766 MBytes/Sec","15,907 MBytes/Sec","11,899 MBytes/Sec",42 ns (lower is better),"37,200 MBytes/Sec"
197,Corsair CMK64GX4M4A2400C14 16GB,40,14.6,11.3,$449.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4A2400C14+16GB&id=8359,"4,429 KOps/Sec","27,916 MBytes/Sec","14,627 MBytes/Sec","11,270 MBytes/Sec",42 ns (lower is better),"34,573 MBytes/Sec"
198,Corsair CMK64GX4M4A2400C16 16GB,37,15.1,12.2,$454.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4A2400C16+16GB&id=9652,"5,666 KOps/Sec","29,206 MBytes/Sec","15,367 MBytes/Sec","12,011 MBytes/Sec",39 ns (lower is better),"48,421 MBytes/Sec"
199,Corsair CMK64GX4M4A2666C16 16GB,35,16.5,13.0,$399.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4A2666C16+16GB&id=8567,"5,891 KOps/Sec","31,845 MBytes/Sec","16,245 MBytes/Sec","12,542 MBytes/Sec",40 ns (lower is better),"35,672 MBytes/Sec"
200,Corsair CMK64GX4M4B2800C14 16GB,27,14.8,11.1,$464.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4B2800C14+16GB&id=8280,"10,679 KOps/Sec","31,236 MBytes/Sec","21,268 MBytes/Sec","15,759 MBytes/Sec",31 ns (lower is better),"55,101 MBytes/Sec"
201,Corsair CMK64GX4M4B3000C15 16GB,27,14.4,11.7,$359.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4B3000C15+16GB&id=8249,NA,"24,163 MBytes/Sec","14,386 MBytes/Sec","11,715 MBytes/Sec",27 ns (lower is better),NA
202,Corsair CMK64GX4M4B3200C16 16GB,32,17.8,14.1,$349.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4B3200C16+16GB&id=8172,"6,371 KOps/Sec","32,382 MBytes/Sec","17,418 MBytes/Sec","13,631 MBytes/Sec",39 ns (lower is better),"41,190 MBytes/Sec"
203,Corsair CMK64GX4M4B3333C16 16GB,31,16.5,13.9,$673.64*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4B3333C16+16GB&id=8395,"5,149 KOps/Sec","29,787 MBytes/Sec","15,910 MBytes/Sec","13,327 MBytes/Sec",41 ns (lower is better),"52,367 MBytes/Sec"
204,Corsair CMK64GX4M4B3466C16 16GB,21,18.8,14.8,$579.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4B3466C16+16GB&id=9113,NA,"25,626 MBytes/Sec","18,790 MBytes/Sec","14,753 MBytes/Sec",21 ns (lower is better),NA
205,Corsair CMK64GX4M4C3000C15 16GB,39,14.5,14.5,$449.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4C3000C15+16GB&id=11416,"5,896 KOps/Sec","30,311 MBytes/Sec","15,167 MBytes/Sec","13,321 MBytes/Sec",43 ns (lower is better),"47,358 MBytes/Sec"
206,Corsair CMK64GX4M4C3200C16 16GB,32,16.9,15.4,$499.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4C3200C16+16GB&id=12493,"6,997 KOps/Sec","32,501 MBytes/Sec","16,826 MBytes/Sec","14,292 MBytes/Sec",37 ns (lower is better),"46,894 MBytes/Sec"
207,Corsair CMK64GX4M4D3000C16 16GB,37,15.3,13.3,$299.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4D3000C16+16GB&id=12299,"6,484 KOps/Sec","32,321 MBytes/Sec","16,618 MBytes/Sec","13,019 MBytes/Sec",43 ns (lower is better),"40,857 MBytes/Sec"
208,Corsair CMK64GX4M4E3200C16 16GB,36,16.4,13.2,$623.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4E3200C16+16GB&id=15207,"6,256 KOps/Sec","33,208 MBytes/Sec","19,935 MBytes/Sec","14,614 MBytes/Sec",45 ns (lower is better),"39,477 MBytes/Sec"
209,Corsair CMK64GX4M4K3733C17 16GB,20,19.4,15.0,$839.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4K3733C17+16GB&id=11901,"8,650 KOps/Sec","32,093 MBytes/Sec","19,254 MBytes/Sec","16,602 MBytes/Sec",36 ns (lower is better),"69,084 MBytes/Sec"
210,Corsair CMK64GX4M8A2133C13 8GB,28,13.2,10.6,$269.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8A2133C13+8GB&id=6839,"3,664 KOps/Sec","24,857 MBytes/Sec","14,480 MBytes/Sec","10,207 MBytes/Sec",43 ns (lower is better),"42,624 MBytes/Sec"
211,Corsair CMK64GX4M8A2400C14 8GB,40,14.3,11.2,$499.95*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8A2400C14+8GB&id=6907,"5,164 KOps/Sec","26,391 MBytes/Sec","13,882 MBytes/Sec","10,626 MBytes/Sec",44 ns (lower is better),"45,401 MBytes/Sec"
212,Corsair CMK64GX4M8A2666C16 8GB,28,13.2,10.1,$519.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8A2666C16+8GB&id=7542,"4,108 KOps/Sec","24,112 MBytes/Sec","13,080 MBytes/Sec","10,480 MBytes/Sec",37 ns (lower is better),"40,458 MBytes/Sec"
213,Corsair CMK64GX4M8B2800C14 8GB,27,14.1,11.8,$379.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8B2800C14+8GB&id=8881,NA,"23,887 MBytes/Sec","14,132 MBytes/Sec","11,753 MBytes/Sec",27 ns (lower is better),NA
214,Corsair CMK64GX4M8X3600C18 8GB,30,17.7,15.4,$729.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8X3600C18+8GB&id=12550,"6,634 KOps/Sec","32,713 MBytes/Sec","17,731 MBytes/Sec","15,405 MBytes/Sec",30 ns (lower is better),"46,221 MBytes/Sec"
215,Corsair CMK64GX4M8X4000C19 8GB,29,12.6,14.8,$879.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8X4000C19+8GB&id=12289,"6,936 KOps/Sec","31,296 MBytes/Sec","14,166 MBytes/Sec","13,520 MBytes/Sec",42 ns (lower is better),"59,449 MBytes/Sec"
216,Corsair CMK64GX4M8X4133C19 8GB,26,12.3,15.3,$899.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8X4133C19+8GB&id=12140,"3,574 KOps/Sec","28,770 MBytes/Sec","11,560 MBytes/Sec","12,229 MBytes/Sec",50 ns (lower is better),"52,607 MBytes/Sec"
217,Corsair CMK64GX4M8X4200C19 8GB,28,12.9,15.0,$919.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8X4200C19+8GB&id=12062,NA,NA,NA,NA,NA,NA
218,Corsair CMK64GX4M8Z2933C16 8GB,84,12.8,10.5,$459.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8Z2933C16+8GB&id=12872,"5,540 KOps/Sec","30,928 MBytes/Sec","15,410 MBytes/Sec","10,706 MBytes/Sec",58 ns (lower is better),"55,617 MBytes/Sec"
219,Corsair CMK8GX4M1A2400C14 8GB,34,15.8,11.5,$55.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M1A2400C14+8GB&id=7307,"3,842 KOps/Sec","28,507 MBytes/Sec","15,829 MBytes/Sec","10,527 MBytes/Sec",41 ns (lower is better),"29,721 MBytes/Sec"
220,Corsair CMK8GX4M1A2400C16 8GB,32,16.4,12.3,$37.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M1A2400C16+8GB&id=8582,"3,794 KOps/Sec","28,837 MBytes/Sec","16,368 MBytes/Sec","10,338 MBytes/Sec",44 ns (lower is better),"31,308 MBytes/Sec"
221,Corsair CMK8GX4M1A2666C16 8GB,31,16.6,12.6,$50.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M1A2666C16+8GB&id=8234,"4,303 KOps/Sec","29,614 MBytes/Sec","16,611 MBytes/Sec","11,294 MBytes/Sec",39 ns (lower is better),"31,707 MBytes/Sec"
222,Corsair CMK8GX4M1D3000C16 8GB,30,17.6,13.7,$69.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M1D3000C16+8GB&id=11905,"4,112 KOps/Sec","29,646 MBytes/Sec","17,330 MBytes/Sec","10,619 MBytes/Sec",43 ns (lower is better),"36,008 MBytes/Sec"
223,Corsair CMK8GX4M2A2133C13 4GB,32,16.7,12.2,$79.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2A2133C13+4GB&id=8004,"3,417 KOps/Sec","27,995 MBytes/Sec","16,627 MBytes/Sec","11,671 MBytes/Sec",37 ns (lower is better),"28,635 MBytes/Sec"
224,Corsair CMK8GX4M2A2400C14 4GB,33,16.1,11.8,$69.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2A2400C14+4GB&id=7182,"3,477 KOps/Sec","27,453 MBytes/Sec","16,038 MBytes/Sec","10,693 MBytes/Sec",42 ns (lower is better),"29,605 MBytes/Sec"
225,Corsair CMK8GX4M2A2400C16 4GB,32,16.4,12.8,$66.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2A2400C16+4GB&id=8256,"3,611 KOps/Sec","28,004 MBytes/Sec","16,712 MBytes/Sec","10,431 MBytes/Sec",47 ns (lower is better),"32,784 MBytes/Sec"
226,Corsair CMK8GX4M2A2666C16 4GB,30,16.0,11.9,$69.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2A2666C16+4GB&id=7981,"3,815 KOps/Sec","29,188 MBytes/Sec","15,893 MBytes/Sec","10,390 MBytes/Sec",43 ns (lower is better),"32,707 MBytes/Sec"
227,Corsair CMK8GX4M2A2800C16 4GB,30,16.4,11.8,$68.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2A2800C16+4GB&id=8397,"3,746 KOps/Sec","28,646 MBytes/Sec","16,413 MBytes/Sec","11,784 MBytes/Sec",30 ns (lower is better),"28,886 MBytes/Sec"
228,Corsair CMK8GX4M2B3000C15 4GB,30,17.6,14.2,$237.75*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B3000C15+4GB&id=7934,"3,917 KOps/Sec","28,569 MBytes/Sec","17,208 MBytes/Sec","12,093 MBytes/Sec",39 ns (lower is better),"37,805 MBytes/Sec"
229,Corsair CMK8GX4M2B3200C16 4GB,28,18.2,13.5,$199.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B3200C16+4GB&id=7942,"3,763 KOps/Sec","28,621 MBytes/Sec","17,496 MBytes/Sec","11,708 MBytes/Sec",42 ns (lower is better),"34,727 MBytes/Sec"
230,Corsair CMK8GX4M2B3600C18 4GB,24,20.0,15.7,$167.34*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B3600C18+4GB&id=8543,"4,975 KOps/Sec","30,467 MBytes/Sec","21,642 MBytes/Sec","16,059 MBytes/Sec",28 ns (lower is better),"40,937 MBytes/Sec"
231,Corsair CMK8GX4M2B3733C17 4GB,21,19.4,14.6,$226.10*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B3733C17+4GB&id=9699,"4,839 KOps/Sec","29,790 MBytes/Sec","16,671 MBytes/Sec","12,647 MBytes/Sec",34 ns (lower is better),"29,648 MBytes/Sec"
232,Corsair CMK8GX4M2B3866C18 4GB,28,15.8,13.4,$107.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B3866C18+4GB&id=9475,NA,"24,360 MBytes/Sec","15,845 MBytes/Sec","13,353 MBytes/Sec",28 ns (lower is better),NA
233,Corsair CMK8GX4M2B4000C19 4GB,21,18.1,13.4,$140.34*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B4000C19+4GB&id=9816,"4,983 KOps/Sec","29,840 MBytes/Sec","18,154 MBytes/Sec","14,245 MBytes/Sec",27 ns (lower is better),"34,288 MBytes/Sec"
234,Corsair CMK8GX4M2B4200C19 4GB,44,14.7,10.1,$438.37*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B4200C19+4GB&id=11030,NA,NA,NA,NA,NA,NA
235,Corsair CMK8GX4M2C3000C16 4GB,28,18.1,13.9,$96.93*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2C3000C16+4GB&id=11711,"3,415 KOps/Sec","28,609 MBytes/Sec","17,218 MBytes/Sec","10,318 MBytes/Sec",44 ns (lower is better),"36,360 MBytes/Sec"
236,Corsair CMK8GX4M2D2666C16 4GB,23,17.4,12.8,$119.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2D2666C16+4GB&id=12527,"2,611 KOps/Sec","25,758 MBytes/Sec","15,398 MBytes/Sec","8,866 MBytes/Sec",48 ns (lower is better),"29,187 MBytes/Sec"
237,Corsair CMN16GX4M2Z3200C16 8GB,35,21.4,15.1,$118.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN16GX4M2Z3200C16+8GB&id=18004,"4,912 KOps/Sec","31,505 MBytes/Sec","21,405 MBytes/Sec","14,474 MBytes/Sec",48 ns (lower is better),"40,491 MBytes/Sec"
238,Corsair CMN16GX4M2Z3600C16 8GB,40,24.5,17.7,$189.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN16GX4M2Z3600C16+8GB&id=17829,"6,394 KOps/Sec","34,273 MBytes/Sec","24,047 MBytes/Sec","15,919 MBytes/Sec",44 ns (lower is better),"48,095 MBytes/Sec"
239,Corsair CMN16GX4M2Z3600C18 8GB,33,23.3,16.8,$125.99,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN16GX4M2Z3600C18+8GB&id=17519,"5,157 KOps/Sec","32,438 MBytes/Sec","22,483 MBytes/Sec","14,644 MBytes/Sec",43 ns (lower is better),"45,846 MBytes/Sec"
240,Corsair CMN32GX4M2Z3200C16 16GB,35,20.1,15.7,$199.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN32GX4M2Z3200C16+16GB&id=17566,"6,634 KOps/Sec","34,909 MBytes/Sec","21,903 MBytes/Sec","15,167 MBytes/Sec",43 ns (lower is better),"42,538 MBytes/Sec"
241,Corsair CMN32GX4M2Z3600C16 16GB,34,22.6,17.0,$299.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN32GX4M2Z3600C16+16GB&id=17806,"6,792 KOps/Sec","34,493 MBytes/Sec","23,927 MBytes/Sec","16,959 MBytes/Sec",43 ns (lower is better),"47,689 MBytes/Sec"
242,Corsair CMN32GX4M2Z3600C18 16GB,41,22.2,16.2,$319.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN32GX4M2Z3600C18+16GB&id=17172,"6,703 KOps/Sec","34,517 MBytes/Sec","22,759 MBytes/Sec","15,986 MBytes/Sec",44 ns (lower is better),"47,542 MBytes/Sec"
243,Corsair CMN32GX4M2Z4000C18 16GB,37,20.3,17.5,$436.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN32GX4M2Z4000C18+16GB&id=17343,"7,162 KOps/Sec","35,617 MBytes/Sec","20,465 MBytes/Sec","15,506 MBytes/Sec",45 ns (lower is better),"50,348 MBytes/Sec"
244,Corsair CMN32GX4M2Z4600C18 16GB,28,18.9,17.3,$499.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN32GX4M2Z4600C18+16GB&id=17379,"7,739 KOps/Sec","35,007 MBytes/Sec","22,590 MBytes/Sec","17,011 MBytes/Sec",42 ns (lower is better),"51,397 MBytes/Sec"
245,Corsair CMN64GX4M2Z3200C16 32GB,34,21.8,15.6,$659.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN64GX4M2Z3200C16+32GB&id=17445,"6,732 KOps/Sec","34,296 MBytes/Sec","21,203 MBytes/Sec","15,386 MBytes/Sec",43 ns (lower is better),"43,969 MBytes/Sec"
246,Corsair CMN64GX4M4Z3600C18 16GB,51,11.5,14.0,$559.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN64GX4M4Z3600C18+16GB&id=17386,"7,231 KOps/Sec","32,797 MBytes/Sec","19,086 MBytes/Sec","15,690 MBytes/Sec",44 ns (lower is better),"54,273 MBytes/Sec"
247,Corsair CMR128GX4M8C3000C16 16GB,21,19.7,15.9,$999.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR128GX4M8C3000C16+16GB&id=11840,"6,039 KOps/Sec","32,797 MBytes/Sec","18,554 MBytes/Sec","14,981 MBytes/Sec",28 ns (lower is better),"40,680 MBytes/Sec"
